Time_Sec,CH0-ThumbLow,CH1-ThumbUp,CH2-Pointer,CH3-Middle,CH4-Ring,CH5-Pinky
4920818605500600,2357,1837,2074,1904,4036,1971
4920818605639000,2356,1681,2075,1905,4056,1968
4920818605743900,2361,1827,2075,1904,4032,1968
4920818605827000,2357,1828,2074,1905,4030,1969
4920818605913700,2355,1829,2071,1902,4031,1969
4920818605999000,2358,1827,2075,1904,4032,2017
4920818606141100,2358,1828,2078,1906,4031,1966
4920818606283700,2357,1828,2074,1906,4029,1969
4920818606471000,2358,1828,2075,1904,4030,1970
4920818606586300,2357,1828,2074,1904,4032,1969
4920818606678800,2356,1828,2075,1905,4032,2003
4920818606760200,2358,1827,2075,1905,4031,1969
4920818606822700,2357,1828,2075,1906,4031,1968
4920818607004400,2357,1827,2075,1904,4032,1969
4920818607138900,2357,1829,2066,1905,4026,1972
4920818607425300,2357,1827,2076,1906,4028,1969
4920818607528100,2356,1828,2075,1905,4056,1970
4920818607641800,2357,1828,2074,1906,4032,1969
4920818607738200,2358,1828,2076,1904,4030,1969
4920818607870100,2358,1827,2074,1904,4031,1969
4920818608039000,2356,1828,2075,1906,4029,1969
4920818608175300,2357,1827,2075,1904,4032,1970
4920818608277100,2358,1828,2075,1904,4032,1970
4920818608397100,2356,1826,2076,1907,4029,1969
4920818608519000,2356,1839,2075,1905,4032,1968
4920818608648500,2368,1827,2074,1904,4027,1970
4920818608759400,2357,1827,2074,1906,4030,1968
4920818608877800,2358,1828,2085,1905,4029,1969
4920818609029700,2356,1826,2074,1906,4033,1969
4920818609157900,2357,1828,2075,1904,4030,1969
4920818609292300,2359,1827,2076,1905,4034,1968
4920818609493200,2358,1829,2076,1904,4033,1968
4920818609656600,2478,1827,2075,1903,4031,1969
4920818609813500,2357,1828,2075,1906,4031,1969
4920818609950300,2358,1827,2075,1905,4036,1967
4920818610215100,2357,1828,2075,1904,4032,1970
4920818610387300,2357,1827,2074,1904,4032,1969
4920818610588400,2357,1828,2075,1904,4030,1969
4920818610746600,2358,1826,2075,1905,4028,1969
4920818610837800,2357,1827,2074,1904,4032,2012
4920818610966200,2357,1828,2074,1904,4095,1970
4920818611305100,2356,1828,2076,1905,4032,1969
4920818611506200,2359,1829,2074,1904,4031,1969
4920818611705400,2356,1828,2075,1905,4027,1970
4920818612028200,2357,1827,2074,1906,4032,1968
4920818612161200,2358,1827,2076,1747,4033,1968
4920818612247800,2356,1828,2075,1904,4028,1969
4920818612505800,2359,1826,2075,1905,4025,1969
4920818612827600,2361,1828,2074,1904,4028,1968
4920818612962800,2356,1828,2049,1906,4029,1969
