Timestamp (ISO),CH0,CH1,CH2,CH3,CH4,CH5
2026-01-27 19:32:05.824-0800,3308,2305,1843,1964,1961,4095
2026-01-27 19:32:05.840-0800,2871,2315,1845,1964,1960,4095
2026-01-27 19:32:05.856-0800,3306,2328,1843,1964,1960,4088
2026-01-27 19:32:05.872-0800,3289,2333,1843,1964,1960,4095
2026-01-27 19:32:05.877-0800,2898,2337,1845,1964,1961,4095
2026-01-27 19:32:05.888-0800,3306,2346,1843,1965,1960,4095
2026-01-27 19:32:05.905-0800,2870,2357,1844,1964,1961,4095
2026-01-27 19:32:05.923-0800,3632,2367,1845,1964,1964,4095
2026-01-27 19:32:05.926-0800,3301,2383,1845,1964,1964,4095
2026-01-27 19:32:05.939-0800,2869,2397,1851,1964,1967,4095
2026-01-27 19:32:05.956-0800,3749,2408,1851,1965,1969,4095
2026-01-27 19:32:05.972-0800,2867,2420,1852,1962,1968,4095
2026-01-27 19:32:05.973-0800,3275,2428,1852,1965,1968,4095
2026-01-27 19:32:05.988-0800,3265,2433,1852,1965,1968,4095
2026-01-27 19:32:06.004-0800,2871,2433,1854,1965,1969,4095
2026-01-27 19:32:06.021-0800,3719,2434,1854,1964,1968,4095
2026-01-27 19:32:06.021-0800,3296,2435,1855,1963,1969,4095
2026-01-27 19:32:06.036-0800,2868,2434,1857,1964,1970,4095
2026-01-27 19:32:06.052-0800,3721,2434,1856,1964,1971,4095
2026-01-27 19:32:06.068-0800,2871,2434,1856,1965,1971,4095
2026-01-27 19:32:06.069-0800,3677,2429,1858,1964,1972,4083
2026-01-27 19:32:06.084-0800,3297,2423,1856,1963,1973,4095
2026-01-27 19:32:06.100-0800,2870,2418,1857,1964,1973,4095
2026-01-27 19:32:06.117-0800,3285,2411,1856,1964,1975,4092
2026-01-27 19:32:06.117-0800,3316,2404,1857,1964,1977,4095
2026-01-27 19:32:06.132-0800,2892,2390,1856,1963,1977,4095
2026-01-27 19:32:06.148-0800,3292,2373,1857,1965,1976,4095
2026-01-27 19:32:06.164-0800,2869,2331,1856,1964,1976,4095
2026-01-27 19:32:06.164-0800,3593,2264,1857,1964,1976,4095
2026-01-27 19:32:06.180-0800,3293,2170,1856,1964,1974,4095
2026-01-27 19:32:06.196-0800,2871,2063,1856,1965,1974,4095
2026-01-27 19:32:06.212-0800,3709,1960,1859,1965,1975,4095
2026-01-27 19:32:06.212-0800,2869,1861,1857,1964,1973,4095
2026-01-27 19:32:06.227-0800,3285,1780,1856,1965,1976,4095
2026-01-27 19:32:06.243-0800,3296,1727,1856,1965,1973,4095
2026-01-27 19:32:06.261-0800,2870,1720,1857,1964,1975,4095
2026-01-27 19:32:06.261-0800,3738,1721,1856,1964,1975,4095
2026-01-27 19:32:06.276-0800,3308,1719,1857,1969,1977,4095
2026-01-27 19:32:06.288-0800,2870,1719,1856,1964,1977,4095
2026-01-27 19:32:06.308-0800,3715,1720,1857,1965,1979,4095
2026-01-27 19:32:06.308-0800,2870,1719,1856,1965,1980,4090
2026-01-27 19:32:06.324-0800,3677,1720,1857,1965,1982,4095
2026-01-27 19:32:06.340-0800,3294,1720,1856,1964,1983,4095
